"program","program","sku","name","color_presentation","price","pdp_url","short_description","description","pdp_url","size","fit_presentation"
"Riviera Short Sleeve","Riviera Short Sleeve","14142-BK236-S","Riviera Short Sleeve Shirt","Solid Black",88,"https://bonobos.com/products/riviera-short-sleeve-shirt","A bestseller for a reason. Original prints, bold colors, a better fit.","A bestseller for a reason. Original prints, bold colors, a better fit.","https://bonobos.com/products/riviera-short-sleeve-shirt","S","Slim"
"DG - Ltd Edition","DG - Ltd Edition","23283-BNC27-16.5X35","Daily Grind Wrinkle Free Dress Shirt Limited Edition","White Tossed Blue Ring",98,"https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt-limited-edition","Wrinkle-resistant cotton in limited-edition colors & prints.","Dressing for work isn't rocket science. It's really about looking your best without spending a ton of time doing so. Which is why the Daily Grinds come in so handy. Simply stated, these dress shirts are crafted and tailored never to wrinkle. Utilizing wrinkle-free technology, they can be washed and worn with minimal ironing, and they will maintain their rich color and crisp appearance. You won’t just be looking great and worrying less, you’ll be saving time, money, and energy over the long life of your Daily Grind shirts. And did we mention looking great? Oh. We did.","https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt-limited-edition","16.5X35","Slim"
"DG - Ltd Edition","DG - Ltd Edition","20534-PR445-17.5X35","Daily Grind Wrinkle Free Dress Shirt Limited Edition","Purple Pin Dot",98,"https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt-limited-edition","Wrinkle-resistant cotton in limited-edition colors & prints.","Dressing for work isn't rocket science. It's really about looking your best without spending a ton of time doing so. Which is why the Daily Grinds come in so handy. Simply stated, these dress shirts are crafted and tailored never to wrinkle. Utilizing wrinkle-free technology, they can be washed and worn with minimal ironing, and they will maintain their rich color and crisp appearance. You won’t just be looking great and worrying less, you’ll be saving time, money, and energy over the long life of your Daily Grind shirts. And did we mention looking great? Oh. We did.","https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt-limited-edition","17.5X35","Standard"
"Premium Stretch Jeans","Premium Stretch Jeans","23082-BMB48-40X32","Premium Stretch Jeans","Essex Light Wash",128,"https://bonobos.com/products/premium-stretch-jeans","Innovative & resilient stretch denim that keeps a sharp silhouette.","Innovative & resilient stretch denim that keeps a sharp silhouette.","https://bonobos.com/products/premium-stretch-jeans","40X32","Straight"
"Core Foundation Blazer","Core Foundation Blazer","14745-BLB90-42L","Foundation Italian Wool Blazer","Navy",315,"https://bonobos.com/products/foundation-italian-wool-blazer",,,"https://bonobos.com/products/foundation-italian-wool-blazer","42L","Standard"
"Jetsetter - Basic","Jetsetter - Basic","17827-MTE15-14.5X32","Jetsetter Stretch Dress Shirt","Solid Light Blue",128,"https://bonobos.com/products/jetsetter-stretch-dress-shirt","Built with stretch for comfort. Styled in modern prints & patterns.","Built with stretch for comfort. Styled in modern prints & patterns.","https://bonobos.com/products/jetsetter-stretch-dress-shirt","14.5X32","Standard"
"Jetsetter - Basic","Jetsetter - Basic","18436-MTF10-16X32","Jetsetter Stretch Dress Shirt","Navy Mini Check",128,"https://bonobos.com/products/jetsetter-stretch-dress-shirt","Built with stretch for comfort. Styled in modern prints & patterns.","Built with stretch for comfort. Styled in modern prints & patterns.","https://bonobos.com/products/jetsetter-stretch-dress-shirt","16X32","Standard"
"Tuxedo Core","Tuxedo Core","17973-BK375-34X37UH","Jetsetter Stretch Italian Wool Tuxedo Pant","Black",300,"https://bonobos.com/products/jetsetter-stretch-italian-wool-tuxedo-pant",,,"https://bonobos.com/products/jetsetter-stretch-italian-wool-tuxedo-pant","34X37UH","Slim"
"The Highland Tour Pant","The Highland Tour Pant","17921-KH138-35X36","Highland Tour Golf Pants","Khaki",128,"https://bonobos.com/products/highland-tour-golf-pants","Made with course-ready features, including flex panels, shirt grippers & UPF protection.","Made with course-ready features, including flex panels, shirt grippers & UPF protection.","https://bonobos.com/products/highland-tour-golf-pants","35X36","Slim"
"The Highland Tour Pant","The Highland Tour Pant","20056-BR533-29X32","Highland Tour Golf Pants","Stone",128,"https://bonobos.com/products/highland-tour-golf-pants","Made with course-ready features, including flex panels, shirt grippers & UPF protection.","Made with course-ready features, including flex panels, shirt grippers & UPF protection.","https://bonobos.com/products/highland-tour-golf-pants","29X32","Tailored"
"Stretch YD Weekday Warriors","Stretch YD Weekday Warriors","19403-BR514-30X32","Stretch Weekday Warrior Dress Pants","Thursday Brown Yarn Dye",98,"https://bonobos.com/products/stretch-weekday-warrior-dress-pants","Wrinkle-resistant, easy-care cotton that simplifies your work day.","Wrinkle-resistant, easy-care cotton that simplifies your work day.","https://bonobos.com/products/stretch-weekday-warrior-dress-pants","30X32","Athletic"
"Stretch Weekday Warriors","Stretch Weekday Warriors","20727-GYJ80-30X32","Stretch Weekday Warrior Dress Pants","Friday Slate",98,"https://bonobos.com/products/stretch-weekday-warrior-dress-pants","Wrinkle-resistant, easy-care cotton that simplifies your work day.","Wrinkle-resistant, easy-care cotton that simplifies your work day.","https://bonobos.com/products/stretch-weekday-warrior-dress-pants","30X32","Straight"
"Stretch YD Weekday Warriors","Stretch YD Weekday Warriors","19401-BLZ91-28X30","Stretch Weekday Warrior Dress Pants","Monday Steel Blue Yarn Dye",98,"https://bonobos.com/products/stretch-weekday-warrior-dress-pants","Wrinkle-resistant, easy-care cotton that simplifies your work day.","Wrinkle-resistant, easy-care cotton that simplifies your work day.","https://bonobos.com/products/stretch-weekday-warrior-dress-pants","28X30","Straight"
"Washed Button-Down","Washed Button-Down","16786-BLA34-XS","Washed Button-Down Shirt","Navy End On End",88,"https://bonobos.com/products/washed-button-down-shirt","A washed-soft, all-season shirt in a range of colors & prints.","A washed-soft, all-season shirt in a range of colors & prints.","https://bonobos.com/products/washed-button-down-shirt","XS","Slim"
"The Highland Tour Short","The Highland Tour Short","20059-GRT91-34","Highland Tour Golf Shorts","Deep Green",88,"https://bonobos.com/products/highland-tour-golf-shorts","A modern update with course-ready features & style.","A modern update with course-ready features & style.","https://bonobos.com/products/highland-tour-golf-shorts","34",
"The Banzai E-Waist Trunk","The Banzai E-Waist Trunk","22453-MVA62-S","The Banzai E-Waist Trunk","Dark Blue Palm Trees",68,"https://bonobos.com/products/the-banzai-e-waist-trunk","4-way stretch fabric with drawcord and better overall fit.","4-way stretch fabric with drawcord and better overall fit.","https://bonobos.com/products/the-banzai-e-waist-trunk","S",
"Tech Chino","Tech Chino","19397-BLU26-35X36","Tech Chinos","Navy",128,"https://bonobos.com/products/tech-chinos","Wicks away sweat. Repels liquids & stains. Great for commuters.","Keep a sharp look from the commute, to work, and back again with a classic trouser crafted in moisture-wicking, breathable tech fabric.","https://bonobos.com/products/tech-chinos","35X36","Slim"
"Flannel","Flannel","22629-PPM21-MXREG","Flannel Shirt","Pink Reffie Plaid",48,"https://bonobos.com/products/flannel-shirt","A winter pick in 100% cotton covered in original plaids.","A winter pick in 100% cotton covered in original plaids.","https://bonobos.com/products/flannel-shirt","MXREG","Standard"
"DG - Basic","DG - Basic","21825-BLB70-15X33","Daily Grind Wrinkle Free Dress Shirt","Blue End On End",98,"https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt","Soft, tailored cotton resistant to wrinkles & machine washable.","Dressing for work isn't rocket science. It's really about looking your best without spending a ton of time doing so. Which is why the Daily Grinds come in so handy. Simply stated, these dress shirts are crafted and tailored never to wrinkle. Utilizing wrinkle-free technology, they can be washed and worn with minimal ironing, and they will maintain their rich color and crisp appearance. You won’t just be looking great and worrying less, you’ll be saving time, money, and energy over the long life of your Daily Grind shirts. And did we mention looking great? Oh. We did.","https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt","15X33","Standard"
"Washed Chino Shorts","Washed Chino Shorts","15042-BLF28-36","Washed Chino Shorts","Navy",28,"https://bonobos.com/products/washed-chino-shorts","The shorts version of our original better-fitting chinos.","It seems obvious, but great pants ought to make great shorts, no? We thought so. Which is why we took the same formula of soft twill fabric and perfect fit from our Washed Chinos, and used it in an amazing pair of summer shorts. No, you don't have to give up your favorite Washed Chinos when the sun comes out. You just have to make them a little bit shorter.","https://bonobos.com/products/washed-chino-shorts","36",
"Stretch Washed Chinos","Stretch Washed Chinos","14851-KH087-35X34","Stretch Washed Chinos","The Khakis",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","35X34","Straight"
"Stretch Washed Chinos","Stretch Washed Chinos","17408-OL001-32X30","Stretch Washed Chinos","Congos",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","32X30","Athletic"
"Stretch Washed Chinos No Liner","Stretch Washed Chinos No Liner","18771-GY003-30X32","Stretch Washed Chinos","Grey Dogs",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","30X32","Slim"
"Stretch Washed Chinos No Liner","Stretch Washed Chinos No Liner","18773-BL007-29X30","Stretch Washed Chinos","Jet Blues",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","29X30","Athletic"
"Stretch Washed Chinos No Liner","Stretch Washed Chinos No Liner","18773-KH087-38X30","Stretch Washed Chinos","The Khakis",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","38X30","Athletic"
"Stretch Washed Chinos","Stretch Washed Chinos","14870-BK438-35X34","Stretch Washed Chinos","Jet Blacks",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","35X34","Slim"
"Stretch Washed Chinos No Liner","Stretch Washed Chinos No Liner","18771-GY431-30X30","Stretch Washed Chinos","Asphalts",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","30X30","Slim"
"Stretch Washed Chinos","Stretch Washed Chinos","14870-PR545-40X32","Stretch Washed Chinos","Lavender Clouds",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","40X32","Slim"
"Stretch Washed Chinos","Stretch Washed Chinos","14851-KH087-40X28","Stretch Washed Chinos","The Khakis",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","40X28","Straight"
"Jetsetter Knit Blazer","Jetsetter Knit Blazer","22895-BR589-38R","Italian Knit Blazer","Tobias Brown Melange",350,"https://bonobos.com/products/unconstructed-italian-knit-blazer",,"We sourced knit cotton fabric from Italy to create a sharp and functional four-season blazer. It's unconstructed tailoring makes it perfect for spring and summer, but it still has enough weight and texture to work in the colder months as well. Wear it to work, or take it to Milan—it's your call.","https://bonobos.com/products/unconstructed-italian-knit-blazer","38R","Slim"
"Jetsetter Core Suit Pants","Jetsetter Core Suit Pants","15402-GY085-34X37UH","Jetsetter Stretch Wool Suit Pant","Grey",200,"https://bonobos.com/products/jetsetter-stretch-wool-suit-pant",,"What happens when first-class comfort meets a world-class fit? Something incredible. Something we like to call ""The Jetsetter."" It's a versatile four-season wool suit with a hint of stretch, and a signature passport pocket inside the jacket. It will keep its razor-sharp silhouette whenever you need it, and bounce back from whatever comes your way. At this price, it is an ideal ""first suit"" for those just starting out, but it's equally appropriate for the experienced sartorialist. Whether it's a long flight overseas, or simply a busy week at the office, the Jetsetter will always stay in top form. Simply put, it is a wardrobe essential—the versatile, all-purpose suit that can recover and perform after just about anything.","https://bonobos.com/products/jetsetter-stretch-wool-suit-pant","34X37UH","Slim"
"Stretch Wool Dress Pants","Stretch Wool Dress Pants","16936-BL004-30X34","Stretch Wool Dress Pants","Navy",198,"https://bonobos.com/products/stretch-wool-dress-pants","Versatile four-season wool pants with a hint of stretch.","What happens when first-class comfort meets a world-class fit? Something incredible. These versatile four-season wool pants have a hint of stretch for comfort while you move, and they're designed to bounce back from whatever comes your way. Whether it's a long flight overseas, or simply a busy week at the office, the Stretch Wool Dress Pant will always stay in top form. Simply put, it is a wardrobe essential—the versatile, all-purpose dress pant that can recover and perform after just about anything.","https://bonobos.com/products/stretch-wool-dress-pants","30X34","Athletic"
"Selvage Stretch Jeans","Selvage Stretch Jeans","19436-BLG95-40X34","Selvage Stretch Jeans","Resin Rinse",198,"https://bonobos.com/products/selvage-stretch-jeans","Durable, high-end fabric from Japan that gets better with age.","Durable, high-end fabric from Japan that gets better with age.","https://bonobos.com/products/selvage-stretch-jeans","40X34","Tailored"
